job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
142,"Morris, Williams and Campbell",Healthcare,ML Engineer,"C++, PyTorch, NumPy, LangChain, AWS, Keras",Mid,Remote,"South Heatherside, KZ",61799-124735,2024-05-14,Startup,TensorFlow
143,Perez Ltd,Healthcare,AI Product Manager,"MLflow, LangChain, Power BI, Scikit-learn, Pandas",Entry,Remote,"West Susan, NG",142495-193478,2025-04-04,Large,"FastAPI, KDB+"
144,Smith-Hernandez,Education,Data Scientist,"NumPy, TensorFlow, GCP, LangChain",Mid,Contract,"Shelbyberg, AO",52111-123116,2024-01-05,Startup,"Scikit-learn, KDB+"
145,"Barber, Green and Fernandez",Retail,Data Analyst,"Scikit-learn, PyTorch, Python, GCP",Entry,Contract,"Ryanberg, MD",68548-93154,2024-07-30,Mid,"MLflow, KDB+"
146,"Baker, Nichols and Chen",Education,ML Engineer,"LangChain, Keras, Hugging Face, Scikit-learn, Reinforcement Learning",Entry,Contract,"West Carloston, CO",82795-123262,2025-03-10,Large,"BigQuery, MLflow, Scikit-learn"
147,Crawford-Cooper,E-commerce,AI Researcher,"FastAPI, Python, Pandas, Azure",Entry,Internship,"Calderonfurt, KN",94239-122634,2025-08-17,Mid,BigQuery
148,"Manning, Hernandez and Serrano",Retail,NLP Engineer,"Power BI, Flask, GCP, CUDA",Mid,Remote,"New Crystalport, BF",64790-95818,2023-12-19,Large,FastAPI
149,Sanchez and Sons,E-commerce,Data Analyst,"PyTorch, AWS, SQL",Senior,Remote,"North Melissa, NL",133389-145372,2025-09-17,Startup,"PyTorch, Scikit-learn"
150,Gomez-Mosley,Automotive,Computer Vision Engineer,"CUDA, Python, Keras, SQL",Senior,Internship,"East James, CR",112241-126511,2024-12-28,Mid,KDB+
151,"Knox, Kirby and Rogers",Education,AI Researcher,"NumPy, AWS, Azure, TensorFlow, CUDA",Mid,Remote,"Cynthiamouth, SC",66955-108050,2024-03-08,Startup,"FastAPI, TensorFlow, LangChain"
152,Johnson-Hansen,E-commerce,ML Engineer,"Python, Keras, PyTorch",Mid,Internship,"New Christopher, KG",84480-167599,2024-03-21,Mid,Scikit-learn
153,Allen-Carr,Finance,AI Product Manager,"TensorFlow, FastAPI, AWS",Mid,Contract,"West Jamesborough, BT",74795-159585,2023-12-14,Mid,Scikit-learn
154,Carroll-Peterson,Education,AI Researcher,"CUDA, MLflow, LangChain",Mid,Internship,"Lake Amanda, PG",128089-227314,2024-07-27,Startup,"TensorFlow, FastAPI, PyTorch"
155,Castillo and Sons,Healthcare,NLP Engineer,"Flask, GCP, Azure, Reinforcement Learning, PyTorch",Mid,Contract,"New Monicaborough, KH",59563-117049,2024-06-04,Mid,"MLflow, PyTorch, KDB+"
156,Dixon-Fields,Automotive,Data Analyst,"PyTorch, Power BI, TensorFlow, Keras",Senior,Remote,"New Christinastad, GY",124014-215657,2024-11-23,Startup,"BigQuery, KDB+"
157,Ashley-Espinoza,Education,Computer Vision Engineer,"Python, LangChain, Hugging Face, Excel, Flask, Reinforcement Learning",Senior,Internship,"Elizabethchester, KZ",82670-112083,2025-06-23,Startup,"TensorFlow, MLflow"
158,"Scott, Nelson and Cooke",Education,NLP Engineer,"Flask, Keras, Hugging Face, Azure, C++, SQL",Senior,Remote,"Hayesberg, AG",99523-190227,2025-01-02,Mid,"MLflow, Scikit-learn, FastAPI"
159,Wright-Pennington,Finance,Quant Researcher,"R, NumPy, Keras, TensorFlow, Python, GCP",Mid,Contract,"Bentonland, BG",63560-115745,2025-09-14,Large,"Scikit-learn, KDB+, BigQuery"
160,Garcia-Martinez,Education,Data Analyst,"Power BI, Flask, LangChain, Excel, MLflow",Mid,Contract,"Michaeltown, UY",96246-127172,2025-03-16,Large,"Scikit-learn, BigQuery, KDB+"
161,Ryan-Ward,Education,Quant Researcher,"FastAPI, Azure, Power BI, CUDA, Flask",Mid,Internship,"Hernandezfurt, MX",133411-230008,2024-02-05,Mid,"KDB+, BigQuery"
162,"Ross, Torres and Griffith",Healthcare,NLP Engineer,"MLflow, Excel, LangChain",Senior,Contract,"Jessicamouth, PS",44241-67386,2023-12-04,Large,"FastAPI, PyTorch"
163,"Contreras, Taylor and Nelson",Education,ML Engineer,"NumPy, Scikit-learn, AWS, Power BI, SQL",Mid,Internship,"North Danielfort, LC",42621-93559,2025-03-16,Startup,"Scikit-learn, MLflow, BigQuery"
164,French Inc,Finance,NLP Engineer,"R, Keras, NumPy, FastAPI",Entry,Remote,"East Ritaburgh, AM",75069-172405,2025-08-06,Mid,"TensorFlow, MLflow"
165,"Roth, Le and Hamilton",Healthcare,AI Product Manager,"Keras, GCP, NumPy, AWS",Mid,Full-time,"Lake Eriktown, TZ",110005-156652,2025-04-14,Large,LangChain
166,"Boyd, Gallagher and Thompson",Healthcare,Computer Vision Engineer,"Hugging Face, Reinforcement Learning, LangChain",Senior,Internship,"Brandonton, RO",127733-156796,2025-09-16,Large,"BigQuery, MLflow, FastAPI"
167,Benjamin-Nguyen,Tech,Computer Vision Engineer,"LangChain, TensorFlow, AWS, Reinforcement Learning",Senior,Internship,"Barryborough, JM",81580-132667,2024-04-16,Startup,"TensorFlow, BigQuery"
168,Coleman-Jimenez,Automotive,Data Analyst,"FastAPI, Reinforcement Learning, Hugging Face, GCP, R",Entry,Internship,"West Alexanderberg, MG",46318-73935,2024-10-18,Mid,TensorFlow
169,Williams-Gross,Finance,Data Analyst,"Power BI, Excel, SQL, AWS, Azure",Entry,Full-time,"Ericport, BR",83360-173396,2024-12-11,Startup,"FastAPI, MLflow, KDB+"
170,Gonzalez Ltd,E-commerce,ML Engineer,"FastAPI, AWS, PyTorch",Mid,Remote,"Johnsonmouth, BS",50841-149011,2025-05-02,Mid,LangChain
171,Hart-Miller,E-commerce,AI Product Manager,"CUDA, Python, Keras",Senior,Internship,"South Gary, BN",84196-183723,2025-03-15,Startup,"FastAPI, PyTorch, TensorFlow"
172,Kim Inc,Tech,AI Researcher,"Flask, Azure, Hugging Face, FastAPI, Excel",Mid,Contract,"West Ralphview, SL",92704-181511,2024-05-25,Mid,"PyTorch, BigQuery"
173,Horton LLC,Tech,Data Scientist,"TensorFlow, CUDA, Reinforcement Learning, Flask, R",Entry,Internship,"Debraview, HU",61245-133612,2024-01-31,Mid,"FastAPI, PyTorch"
174,Mendoza Ltd,Retail,AI Product Manager,"NumPy, MLflow, Python, C++, Azure",Mid,Internship,"North Michael, CU",91839-153147,2024-08-01,Large,"FastAPI, MLflow"
175,"Alexander, Warner and Mendez",Tech,AI Product Manager,"NumPy, PyTorch, C++, MLflow, TensorFlow",Entry,Contract,"Joneston, TL",65330-149814,2025-01-24,Mid,"TensorFlow, KDB+, MLflow"
176,Williams Ltd,Automotive,NLP Engineer,"Power BI, Azure, FastAPI, LangChain, NumPy",Mid,Contract,"Port Ariel, TR",142316-210339,2025-01-21,Mid,"KDB+, BigQuery"
177,Mills Group,Finance,Quant Researcher,"Excel, Azure, Python, R, Hugging Face",Mid,Internship,"Johnathanmouth, HN",86369-153860,2025-04-29,Mid,"PyTorch, LangChain, MLflow"
178,Jordan-Graves,Healthcare,AI Product Manager,"Power BI, MLflow, NumPy, Pandas",Senior,Full-time,"East Jennifer, EE",123834-203953,2025-08-01,Startup,"Scikit-learn, PyTorch, LangChain"
179,Casey-Smith,Automotive,AI Product Manager,"LangChain, R, Hugging Face, Scikit-learn",Mid,Remote,"Romerobury, BI",86874-127959,2024-10-07,Mid,"TensorFlow, BigQuery, KDB+"
180,Melton-Turner,Retail,AI Researcher,"Power BI, TensorFlow, Azure, CUDA, GCP, Pandas",Entry,Internship,"West Chelseafurt, AU",91853-143054,2024-02-22,Startup,"TensorFlow, FastAPI"
181,Gutierrez-Hernandez,E-commerce,Data Analyst,"Reinforcement Learning, SQL, Scikit-learn, AWS",Senior,Remote,"Lake Thomas, MD",115282-183026,2025-05-23,Large,"KDB+, Scikit-learn, PyTorch"
182,"Oliver, Tran and Jackson",Finance,NLP Engineer,"Scikit-learn, LangChain, Hugging Face, Python",Mid,Internship,"North Briannafort, PH",100075-181375,2024-06-08,Startup,PyTorch
183,Diaz-Hardy,Healthcare,AI Researcher,"Python, NumPy, Flask, LangChain, R",Entry,Internship,"Davidstad, BY",84286-155592,2024-08-22,Startup,"BigQuery, TensorFlow"
184,White-Hayes,Automotive,Quant Researcher,"PyTorch, Python, GCP, MLflow",Senior,Full-time,"West Derek, VU",81464-148211,2024-03-26,Large,"Scikit-learn, BigQuery"
185,Dominguez Ltd,Education,Computer Vision Engineer,"Python, MLflow, Azure, TensorFlow, Power BI",Entry,Remote,"East Christopher, EE",142464-186808,2025-01-29,Mid,TensorFlow
186,"Welch, Green and Williams",E-commerce,Data Analyst,"NumPy, R, MLflow, C++, FastAPI",Entry,Contract,"Emmafurt, GN",121357-161420,2024-10-21,Large,BigQuery
187,Reed LLC,Healthcare,AI Researcher,"Excel, CUDA, Pandas",Mid,Full-time,"Andreside, GA",126266-151205,2024-01-20,Large,"LangChain, MLflow"
188,Brown and Sons,Retail,Computer Vision Engineer,"Scikit-learn, SQL, Keras, GCP, AWS, NumPy",Mid,Remote,"New Donald, CU",43986-115213,2024-09-14,Large,KDB+
189,Gutierrez Group,Automotive,Data Scientist,"PyTorch, SQL, Reinforcement Learning, MLflow, AWS",Entry,Internship,"New Andrea, ST",62157-96230,2024-09-29,Large,BigQuery
190,"Robinson, Stafford and Hoffman",Retail,AI Product Manager,"FastAPI, GCP, LangChain, MLflow",Entry,Full-time,"Palmerburgh, CF",102546-120953,2024-05-30,Large,"PyTorch, KDB+"
191,"Wu, Browning and Ramos",Tech,Data Analyst,"NumPy, R, Power BI, CUDA",Mid,Internship,"North Louis, UY",79611-163781,2024-10-28,Mid,"MLflow, LangChain, FastAPI"
192,Jones-Curtis,Education,AI Researcher,"Pandas, CUDA, PyTorch",Senior,Full-time,"North Nataliemouth, SR",142867-168105,2024-01-25,Mid,"FastAPI, BigQuery"
193,Lewis-Brooks,Retail,ML Engineer,"Azure, Python, Hugging Face, SQL",Mid,Contract,"Owenshaven, LY",63520-101934,2024-02-11,Mid,"MLflow, KDB+"
194,"Hobbs, Lawson and Robertson",Retail,Data Scientist,"MLflow, PyTorch, Scikit-learn",Senior,Internship,"Port Ricardo, SR",116202-179210,2024-05-19,Large,"LangChain, KDB+"
195,"Gonzales, Lane and Hart",Healthcare,Quant Researcher,"Pandas, Reinforcement Learning, FastAPI",Mid,Internship,"Kaylaland, DE",137620-173474,2023-11-04,Mid,Scikit-learn
196,Kim PLC,Retail,NLP Engineer,"TensorFlow, SQL, NumPy",Entry,Internship,"North Jamietown, KE",131485-218283,2024-12-08,Mid,"BigQuery, FastAPI"
197,"Vasquez, Fleming and Jones",Tech,AI Product Manager,"Flask, C++, TensorFlow, Reinforcement Learning, R",Entry,Internship,"East Melindastad, TO",117341-158797,2024-08-27,Startup,"Scikit-learn, TensorFlow, FastAPI"
198,Rice Inc,Automotive,Data Analyst,"LangChain, Python, SQL",Entry,Internship,"East Linda, KP",123706-167631,2024-08-15,Mid,BigQuery
199,"Morris, Jensen and Hamilton",Tech,Quant Researcher,"Azure, Scikit-learn, Keras, R, Hugging Face",Mid,Contract,"Port Mckenzie, BO",43828-96329,2024-04-01,Mid,"BigQuery, KDB+"
200,Gonzalez and Sons,Education,AI Product Manager,"NumPy, AWS, LangChain",Entry,Full-time,"New Traceyborough, BG",130984-170051,2025-06-17,Startup,PyTorch
201,Robinson-Hall,E-commerce,Data Scientist,"C++, Scikit-learn, CUDA, LangChain",Entry,Internship,"Flowersberg, MG",125831-194965,2024-12-31,Large,"BigQuery, PyTorch"
202,Mendoza Ltd,Finance,AI Product Manager,"NumPy, Excel, Azure, AWS",Entry,Contract,"Chandlerville, RS",96628-121086,2024-11-07,Mid,"PyTorch, TensorFlow, FastAPI"
203,Richards-Barnes,Finance,NLP Engineer,"Power BI, GCP, FastAPI, C++, Pandas, SQL",Entry,Remote,"Williamton, TM",85788-132802,2024-02-16,Large,"LangChain, KDB+, FastAPI"
204,Bailey-Harris,Automotive,Quant Researcher,"MLflow, Flask, Azure, CUDA, FastAPI",Mid,Internship,"Lake Sarah, SY",147975-247578,2025-05-12,Startup,TensorFlow
205,Soto and Sons,Automotive,Data Analyst,"Pandas, AWS, R, TensorFlow, FastAPI, MLflow",Entry,Contract,"East Johnton, HR",48226-90071,2024-12-24,Mid,BigQuery
206,Williams Ltd,Healthcare,Data Scientist,"Python, Power BI, PyTorch",Senior,Full-time,"Samuelhaven, BO",62447-129068,2025-01-22,Startup,MLflow
207,Lane-Weaver,Retail,Computer Vision Engineer,"TensorFlow, Python, AWS, Reinforcement Learning, NumPy, CUDA",Senior,Internship,"Garciamouth, KI",110876-127413,2024-05-18,Large,TensorFlow
208,Hernandez PLC,Education,AI Product Manager,"SQL, MLflow, R",Senior,Remote,"Lake Charlesmouth, CL",85915-109356,2023-10-13,Startup,Scikit-learn
209,Ortiz-Mcfarland,Finance,AI Product Manager,"NumPy, Reinforcement Learning, Azure, C++, R",Entry,Full-time,"Reyesview, NR",143326-161834,2024-01-09,Large,"Scikit-learn, BigQuery, FastAPI"
210,Rice-Hendricks,Healthcare,Data Scientist,"Power BI, Azure, SQL, C++, Hugging Face",Senior,Full-time,"East William, NZ",89991-179017,2024-01-01,Mid,"KDB+, FastAPI, PyTorch"
211,"Brown, Jackson and Carr",E-commerce,Computer Vision Engineer,"Python, Pandas, AWS, TensorFlow, SQL",Senior,Remote,"Greeneton, LU",67897-156557,2023-11-08,Mid,"KDB+, FastAPI"
212,"Kelley, Steele and Bell",Finance,AI Product Manager,"LangChain, Flask, PyTorch, Python",Entry,Remote,"South Anthonyfurt, BO",44318-101581,2024-01-16,Mid,FastAPI
213,Cline PLC,Tech,Data Analyst,"Keras, Azure, Excel, TensorFlow",Mid,Internship,"Hannahside, KI",67657-112933,2024-12-31,Mid,"Scikit-learn, MLflow"
214,Shah-White,Finance,Quant Researcher,"Keras, CUDA, PyTorch, Power BI",Entry,Contract,"Lake Erikburgh, ZM",97752-152521,2025-01-29,Large,BigQuery
215,Davis-Butler,Automotive,Data Scientist,"Scikit-learn, Power BI, PyTorch, SQL, Excel, AWS",Entry,Internship,"South Zacharyburgh, ES",93403-169785,2024-01-13,Mid,LangChain
216,"Newton, Kelly and Martinez",Automotive,NLP Engineer,"Azure, NumPy, LangChain, FastAPI, Hugging Face, Keras",Senior,Remote,"Lake Johnchester, CG",143054-182950,2024-01-08,Mid,"FastAPI, PyTorch, TensorFlow"
217,Berry-Lewis,E-commerce,Computer Vision Engineer,"AWS, Python, Flask, Pandas, Azure, LangChain",Entry,Internship,"Melissaton, LA",123977-182190,2023-10-24,Startup,Scikit-learn
218,"Brandt, Fuller and Cruz",Finance,AI Researcher,"Hugging Face, R, C++",Mid,Remote,"New Sydneyton, PH",108708-183957,2024-07-09,Large,"TensorFlow, LangChain, FastAPI"
219,Turner PLC,Tech,Quant Researcher,"Python, NumPy, Excel, Azure, Scikit-learn",Entry,Contract,"Jasonfurt, BW",42431-121809,2024-09-09,Mid,"BigQuery, PyTorch"
220,Sanchez Ltd,Automotive,AI Researcher,"Power BI, GCP, MLflow, CUDA, Flask",Entry,Full-time,"Barnetthaven, IN",129721-169068,2025-03-16,Startup,"KDB+, PyTorch"
221,Crawford Group,Automotive,ML Engineer,"PyTorch, Reinforcement Learning, Azure, Python, AWS, Hugging Face",Mid,Contract,"Abbottmouth, IN",51999-114433,2024-11-06,Mid,"FastAPI, LangChain, TensorFlow"
222,"Humphrey, Barrett and Colon",E-commerce,Data Scientist,"Pandas, MLflow, Azure, Reinforcement Learning, FastAPI, R",Senior,Full-time,"Davidmouth, IE",133703-230141,2024-06-20,Large,"MLflow, PyTorch, TensorFlow"
223,Obrien PLC,Education,Quant Researcher,"Pandas, AWS, R, PyTorch, Power BI, NumPy",Senior,Remote,"Mariochester, BY",75109-126693,2025-06-17,Large,MLflow
224,"Stanton, Martin and Martin",Automotive,Data Analyst,"C++, NumPy, Power BI, MLflow, CUDA",Senior,Contract,"West Sally, GR",102227-124205,2024-06-06,Large,"BigQuery, TensorFlow"
225,"James, Payne and Roth",Education,AI Researcher,"Power BI, Azure, R",Mid,Remote,"West Ernest, BY",77125-136585,2024-09-08,Mid,"LangChain, Scikit-learn, FastAPI"
226,"Bowen, Flores and Williams",Finance,Computer Vision Engineer,"NumPy, C++, AWS, SQL, MLflow",Senior,Internship,"Alanside, SK",114539-151150,2024-10-02,Mid,"PyTorch, Scikit-learn"
227,Flynn LLC,Retail,Quant Researcher,"Azure, C++, Reinforcement Learning",Entry,Contract,"Carrollview, HN",42773-105072,2023-10-01,Mid,"BigQuery, Scikit-learn, LangChain"
228,"Campos, Floyd and Clark",Finance,AI Researcher,"Power BI, Hugging Face, Keras, Reinforcement Learning, TensorFlow, Excel",Entry,Contract,"Changside, DJ",122640-208762,2024-05-13,Mid,LangChain
229,"Henderson, Lynch and Lindsey",Education,AI Product Manager,"MLflow, LangChain, Hugging Face, Azure, Flask",Mid,Full-time,"Thomasland, NI",90611-152714,2024-04-23,Mid,TensorFlow
230,Mitchell-Peters,Tech,AI Product Manager,"SQL, Keras, Scikit-learn, NumPy",Senior,Internship,"Melissaview, GN",61529-88876,2023-12-16,Mid,"KDB+, FastAPI"
231,Mcfarland Inc,Tech,AI Product Manager,"NumPy, Pandas, Hugging Face",Mid,Contract,"Gatesburgh, ZM",62907-140660,2025-04-19,Mid,"TensorFlow, MLflow, LangChain"
232,Jones and Sons,Finance,AI Product Manager,"Scikit-learn, Keras, C++",Mid,Internship,"Lake Jose, ML",87618-184731,2024-05-01,Mid,"BigQuery, MLflow, KDB+"
233,"Nash, Anderson and Brown",Retail,Computer Vision Engineer,"MLflow, GCP, TensorFlow, AWS",Senior,Full-time,"New Jeffrey, SV",129185-169420,2025-04-11,Startup,"TensorFlow, LangChain, BigQuery"
234,"Whitehead, Summers and Nelson",Education,Data Analyst,"Flask, Excel, Keras, PyTorch, Python",Entry,Internship,"East Bryce, IS",127161-187759,2024-12-21,Startup,Scikit-learn
235,Gonzalez-Thompson,Education,NLP Engineer,"SQL, Python, MLflow",Senior,Remote,"Graceville, TO",91557-109518,2023-12-10,Mid,MLflow
236,"Simon, Price and Dickson",Tech,AI Product Manager,"PyTorch, Excel, Reinforcement Learning, Scikit-learn, Azure",Entry,Remote,"Williamsside, NE",85776-173610,2024-09-11,Mid,"BigQuery, KDB+"
237,Strickland-Stevenson,Automotive,AI Researcher,"Excel, Hugging Face, PyTorch, R, SQL, Flask",Senior,Internship,"East Mary, LI",95255-160292,2024-09-09,Mid,"TensorFlow, PyTorch, LangChain"
238,Kramer Inc,Automotive,AI Researcher,"Scikit-learn, Hugging Face, Pandas, Keras, TensorFlow",Senior,Remote,"Garzaside, NA",70536-137707,2024-08-24,Mid,"TensorFlow, Scikit-learn"
239,Mahoney-Collins,Finance,AI Product Manager,"FastAPI, MLflow, LangChain, Hugging Face, Power BI",Entry,Remote,"Marktown, AO",56526-149136,2023-10-29,Startup,"TensorFlow, KDB+, BigQuery"
240,Ortiz PLC,Finance,Quant Researcher,"Pandas, Keras, Python, NumPy, GCP",Senior,Remote,"South Staceyport, IN",40077-124906,2023-09-26,Large,"PyTorch, MLflow"
241,"Donaldson, Cox and Lopez",Finance,Data Analyst,"Power BI, Azure, SQL, Flask, NumPy, CUDA",Entry,Remote,"Port Marcusville, US",136304-175873,2025-08-19,Large,"BigQuery, Scikit-learn"
242,"Clark, Baker and Parks",Automotive,Computer Vision Engineer,"Keras, SQL, FastAPI, GCP, Flask",Mid,Full-time,"Singhfort, PA",45264-63508,2025-08-17,Mid,"LangChain, BigQuery"
243,Anderson-Gonzalez,E-commerce,Computer Vision Engineer,"Excel, Keras, Pandas, CUDA, SQL, Hugging Face",Senior,Internship,"Samuelton, DK",70448-88238,2024-05-05,Startup,"MLflow, KDB+, BigQuery"
244,Walker-Becker,Retail,Data Analyst,"CUDA, PyTorch, Excel",Senior,Internship,"Port Andrewside, MT",132241-182322,2024-08-29,Mid,LangChain
245,Hall Group,Finance,Data Scientist,"Flask, Scikit-learn, FastAPI, Power BI",Senior,Contract,"New Manuelbury, LS",97077-144023,2023-12-13,Mid,"PyTorch, BigQuery"
246,Blake-Daugherty,E-commerce,Data Scientist,"Flask, C++, CUDA, R",Senior,Internship,"Lake Adamfurt, BR",93070-155510,2024-04-10,Startup,"LangChain, Scikit-learn"
247,Powers Group,Education,Quant Researcher,"R, Pandas, TensorFlow",Senior,Internship,"Grahamshire, PH",110751-196979,2024-10-18,Mid,"TensorFlow, LangChain"
248,Bernard-Herrera,Education,Data Scientist,"MLflow, Hugging Face, FastAPI, Azure",Entry,Internship,"Port Denise, MV",57928-153531,2025-05-29,Mid,"Scikit-learn, KDB+"
249,Thomas Group,Education,AI Product Manager,"NumPy, MLflow, PyTorch, Pandas, FastAPI",Entry,Internship,"New Melissa, KM",139669-235176,2024-09-13,Startup,BigQuery
250,Phelps-Johnson,Education,Data Scientist,"FastAPI, TensorFlow, Keras, Excel, Pandas",Mid,Full-time,"Lake Kristen, SY",76192-110813,2024-12-25,Mid,BigQuery
251,Young-Brown,Healthcare,AI Researcher,"Power BI, C++, Flask, Keras, Reinforcement Learning, SQL",Mid,Remote,"North Samuel, UY",86522-144139,2024-09-04,Large,TensorFlow
252,"Alvarez, Martinez and Miller",Finance,NLP Engineer,"FastAPI, MLflow, Pandas, R, TensorFlow",Mid,Full-time,"Kimberlyfort, MN",40634-94055,2024-07-31,Mid,"LangChain, BigQuery"
253,Phillips-Baker,Education,Computer Vision Engineer,"R, Keras, PyTorch",Entry,Remote,"West James, SG",50432-62117,2025-05-15,Startup,KDB+
254,Cochran-Bailey,Retail,Data Scientist,"Pandas, GCP, C++, Reinforcement Learning",Senior,Internship,"West Andrew, NA",92187-143257,2024-05-28,Startup,MLflow
255,Vazquez LLC,Education,AI Product Manager,"Azure, LangChain, Reinforcement Learning",Mid,Full-time,"East Bruce, AM",139231-220256,2025-03-21,Startup,"PyTorch, FastAPI"
256,Carey and Sons,Education,AI Product Manager,"Keras, Excel, SQL, Python, Scikit-learn",Entry,Remote,"Robertfort, LK",116281-126487,2024-06-19,Mid,"FastAPI, Scikit-learn, MLflow"
257,"Marshall, Mccoy and Montgomery",Healthcare,AI Product Manager,"Power BI, C++, NumPy",Senior,Internship,"Greggbury, KI",66964-130664,2024-10-15,Large,"PyTorch, BigQuery"
258,Hart-Peterson,Automotive,ML Engineer,"Excel, FastAPI, Hugging Face, C++, GCP, R",Senior,Remote,"South Christopher, CN",72900-93392,2023-10-21,Mid,"Scikit-learn, TensorFlow"
259,Clark-Sharp,Retail,AI Researcher,"Reinforcement Learning, MLflow, Hugging Face, CUDA, Flask",Senior,Full-time,"Lake Mark, BN",122910-218807,2024-04-09,Startup,"MLflow, BigQuery, LangChain"
260,"Daniels, Martinez and Brown",E-commerce,NLP Engineer,"AWS, Power BI, GCP, NumPy, Flask",Senior,Remote,"Mariestad, SG",60661-137033,2025-08-14,Mid,"LangChain, FastAPI"
261,Lawson-Mitchell,Finance,Data Analyst,"Azure, Flask, CUDA, TensorFlow",Entry,Full-time,"Jacobchester, PL",51191-106210,2024-09-02,Large,"Scikit-learn, LangChain"
262,"James, Johnson and Pineda",Education,Data Scientist,"FastAPI, Pandas, Scikit-learn",Entry,Contract,"Maxwellburgh, JO",67972-161749,2025-07-22,Large,"Scikit-learn, PyTorch"
263,Allen-Parker,Healthcare,Computer Vision Engineer,"FastAPI, Keras, TensorFlow, SQL, C++, GCP",Mid,Internship,"North Dakota, BJ",43847-66742,2025-03-30,Startup,"LangChain, KDB+, Scikit-learn"
